gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	WT_1_log2CPM	WT_2_log2CPM	WT_3_log2CPM	KO_1_log2CPM	KO_2_log2CPM	KO_3_log2CPM
Jun	-1.5689	1.6724	-14.952	7.80E-08	6.16E-06	8.7778	2.4933	2.4559	2.4285	1.065	0.72285	0.86884
Hpse	-0.43669	7.3153	-14.926	7.92E-08	6.23E-06	8.2118	7.5445	7.5364	7.5195	7.0684	7.1154	7.1077
Oasl2	-0.88956	3.575	-14.879	8.15E-08	6.37E-06	8.573	3.9998	4.06	3.993	3.0544	3.2457	3.0971
Nampt	-0.53466	6.8973	-14.856	8.26E-08	6.43E-06	8.1786	7.2107	7.1782	7.1023	6.6078	6.6266	6.6584
Hp	-0.54897	7.4044	-14.831	8.39E-08	6.49E-06	8.148	7.6038	7.7246	7.7089	7.1366	7.1236	7.1292
Ltb	-0.94293	4.5176	-14.825	8.42E-08	6.49E-06	8.3839	4.8961	4.9586	5.1305	4.0616	3.9728	4.0856
Fam167a	-3.0493	0.067237	-14.78	8.65E-08	6.60E-06	7.5986	1.6877	1.5398	1.5227	-1.5627	-1.3055	-1.4785
Tulp3	0.5153	5.3464	14.77	8.70E-08	6.60E-06	8.2312	5.0887	5.0637	5.1159	5.5899	5.5816	5.6386
Phka1	-1.7421	1.1425	-14.769	8.71E-08	6.60E-06	8.5718	2.075	1.9541	1.9901	0.15763	0.35385	0.32425
Antxr1	0.63553	5.1101	14.766	8.73E-08	6.60E-06	8.2571	4.8549	4.8049	4.7053	5.4555	5.4381	5.4022
Plod2	-0.68719	5.8115	-14.723	8.96E-08	6.74E-06	8.1559	6.1993	6.2009	6.0557	5.4711	5.4235	5.5182
Mef2c	-0.86804	6.0939	-14.71	9.03E-08	6.76E-06	8.1273	6.6617	6.4769	6.4429	5.728	5.643	5.6111
Alcam	-2.3015	1.9374	-14.666	9.28E-08	6.91E-06	8.6136	3.1768	3.0881	3.0401	1.2379	0.50512	0.57653
5730469M10Rik	-0.94751	2.8433	-14.636	9.45E-08	7.01E-06	8.5343	3.2953	3.2969	3.3848	2.4329	2.3557	2.2941
Tm7sf3	-0.42063	6.9543	-14.577	9.80E-08	7.23E-06	7.9904	7.1817	7.1617	7.1497	6.7264	6.7569	6.7493
Cnn2	-0.53464	6.2262	-14.562	9.89E-08	7.27E-06	8.0166	6.4703	6.4521	6.5623	5.9481	5.9739	5.9505
Six1	0.65787	3.8523	14.512	1.02E-07	7.46E-06	8.2825	3.5461	3.4852	3.5395	4.1509	4.1995	4.1927
Zc3h12d	-0.83063	3.3792	-14.502	1.03E-07	7.47E-06	8.3612	3.8421	3.7854	3.7588	3.0114	3.0038	2.8736
Pde8a	-1.2893	2.1582	-14.492	1.03E-07	7.48E-06	8.5137	2.7533	2.8346	2.8456	1.6538	1.3932	1.4684
AI607873	-1.5976	1.7507	-14.403	1.09E-07	7.87E-06	8.4578	2.6317	2.5861	2.4285	1.1102	0.96989	0.77783
Ctnnd1	0.57519	7.2154	14.338	1.14E-07	8.13E-06	7.823	7.0081	6.8682	6.9062	7.4858	7.535	7.4894
Fer	1.0354	2.4573	14.337	1.14E-07	8.13E-06	8.3909	1.9174	1.8928	2.02	2.917	2.9687	3.0282
Rhof	-0.87029	3.4295	-14.316	1.15E-07	8.20E-06	8.2308	3.7941	3.9374	3.8591	2.9423	3.047	2.9969
Lama5	-1.9055	1.8061	-14.244	1.21E-07	8.54E-06	8.3592	2.7787	2.5889	2.9578	0.80579	0.94122	0.76434
Gpr171	-0.5286	5.6892	-14.217	1.23E-07	8.65E-06	7.8249	5.9997	5.931	5.9269	5.3917	5.4686	5.4174
Tspan32	0.42119	6.3091	14.163	1.27E-07	8.91E-06	7.741	6.0934	6.0911	6.1113	6.5102	6.5071	6.5413
Ces1d	3.2929	0.0060554	14.148	1.28E-07	8.93E-06	7.1044	-1.5421	-1.6075	-1.8362	1.6939	1.5469	1.7812
Hist1h4i	1.1854	2.3461	14.146	1.28E-07	8.93E-06	8.2806	1.7215	1.7017	1.856	2.9485	2.8323	3.0169
Rnf122	-1.911	0.73213	-14.121	1.30E-07	9.03E-06	8.0528	1.7119	1.7017	1.6616	-0.1988	-0.083105	-0.40051
Gsn	-0.50365	6.8463	-14.071	1.34E-07	9.28E-06	7.6506	7.0444	7.1518	7.0982	6.6121	6.5663	6.6048
Ifih1	-0.60098	4.2037	-14.04	1.37E-07	9.41E-06	7.9014	4.5336	4.4759	4.5063	3.9069	3.9394	3.8601
Lsg1	0.41968	6.5217	14.034	1.38E-07	9.41E-06	7.6403	6.3182	6.3069	6.3104	6.7118	6.7602	6.7228
Med23	0.51313	6.6602	14.019	1.39E-07	9.46E-06	7.6235	6.4482	6.3825	6.3792	6.9227	6.9626	6.866
Snhg4	0.68271	5.0102	14.009	1.40E-07	9.49E-06	7.7599	4.5645	4.7109	4.7427	5.3405	5.3266	5.3759
Slc19a2	0.49778	4.8281	13.962	1.44E-07	9.73E-06	7.7492	4.5592	4.5968	4.5807	5.0556	5.0833	5.0927
Slc39a8	-2.3774	0.71155	-13.894	1.51E-07	1.01E-05	7.856	1.909	1.8473	1.9128	-0.46	-0.83983	-0.1
H2-Ab1	-1.8202	1.6655	-13.886	1.51E-07	1.01E-05	8.1316	2.4363	2.7482	2.5305	0.73058	0.75614	0.79118
Cd69	-0.85656	2.9988	-13.868	1.53E-07	1.02E-05	8.003	3.4544	3.4506	3.3617	2.5331	2.6494	2.5434
Thy1	-0.75599	5.0416	-13.859	1.54E-07	1.02E-05	7.6514	5.3643	5.4539	5.4489	4.769	4.5623	4.6512
Gm12250	-2.8175	0.60021	-13.828	1.57E-07	1.04E-05	7.6862	2.0787	2.1084	1.7532	-0.83521	-0.94293	-0.56098
B3galt4	-1.8703	1.18	-13.76	1.64E-07	1.08E-05	7.9894	1.9865	2.1199	2.245	0.08401	0.2486	0.39596
Dpep2	-1.232	3.3692	-13.744	1.66E-07	1.09E-05	7.8667	3.8853	4.1628	3.8938	2.7581	2.7766	2.7387
Eno1	-0.73698	9.9068	-13.738	1.67E-07	1.09E-05	7.397	10.179	10.351	10.295	9.5827	9.4395	9.5928
Map3k6	1.2161	2.7689	13.692	1.72E-07	1.12E-05	7.9307	2.2372	2.0773	2.187	3.4217	3.4696	3.2207
Slc15a3	-1.6347	1.7619	-13.682	1.73E-07	1.12E-05	8.008	2.4961	2.7408	2.4669	0.86852	0.99799	1.0012
Clec2d	-0.5933	5.582	-13.65	1.76E-07	1.13E-05	7.4407	5.8433	5.9657	5.8218	5.27	5.301	5.2903
Spag1	1.069	2.4822	13.644	1.77E-07	1.13E-05	7.9334	1.9462	2.0005	1.8806	2.965	3.1213	2.9795
Mgam	0.787	2.9258	13.642	1.77E-07	1.13E-05	7.8604	2.521	2.5211	2.5612	3.2904	3.3566	3.3046
Kdm3a	-0.47146	7.0646	-13.617	1.80E-07	1.15E-05	7.3236	7.3199	7.322	7.2584	6.8764	6.7935	6.8174
Epb4.1l4b	-3.5419	1.0066	-13.582	1.84E-07	1.17E-05	7.5945	2.8371	2.9183	2.6305	-0.075567	-1.133	-1.1375
2900052L18Rik	1.0369	2.7137	13.543	1.89E-07	1.20E-05	7.8314	2.0972	2.1798	2.3367	3.1459	3.2632	3.2597
H2afj	0.47812	4.6978	13.444	2.02E-07	1.27E-05	7.4024	4.4597	4.4654	4.4499	4.9508	4.919	4.9421
Il17ra	0.42416	6.5459	13.395	2.09E-07	1.31E-05	7.1862	6.2999	6.3632	6.3391	6.7561	6.7794	6.7377
Trim35	-0.45688	5.9339	-13.333	2.18E-07	1.36E-05	7.1801	6.1633	6.1957	6.1238	5.6738	5.7153	5.7316
Irf8	-0.74555	3.918	-13.33	2.18E-07	1.36E-05	7.4576	4.231	4.2631	4.3898	3.4803	3.5604	3.5833
C3ar1	-0.90832	3.6834	-13.283	2.25E-07	1.39E-05	7.4723	4.1824	4.2048	3.9911	3.1621	3.2956	3.2645
Itga2b	0.57929	6.8792	13.27	2.27E-07	1.40E-05	7.081	6.4977	6.6702	6.6017	7.1569	7.1907	7.1577
Egln1	-0.50306	5.9938	-13.245	2.31E-07	1.42E-05	7.1116	6.2208	6.2656	6.2515	5.8016	5.6825	5.7411
C85492	-1.2022	2.2239	-13.229	2.33E-07	1.43E-05	7.6809	2.7947	2.7556	2.9731	1.7038	1.5907	1.5255
Slc2a9	0.58924	3.7767	13.211	2.36E-07	1.44E-05	7.3961	3.487	3.5043	3.4492	4.0939	4.0565	4.0692
Acss2	0.44362	5.504	13.179	2.41E-07	1.47E-05	7.1085	5.2602	5.3118	5.2751	5.7398	5.7384	5.6987
Naprt1	-0.98371	3.3492	-13.164	2.44E-07	1.48E-05	7.4543	3.7457	3.8617	3.9432	2.9485	2.7354	2.8609
Zc3h8	0.61962	4.1738	13.103	2.54E-07	1.53E-05	7.245	3.8617	3.9177	3.8002	4.4575	4.5386	4.4669
Pdcd1	-4.4526	-0.091777	-13.097	2.55E-07	1.53E-05	5.8599	2.0179	2.279	2.1804	-2.0672	-2.2384	-2.7224
Serinc5	-0.6066	4.6346	-13.074	2.59E-07	1.55E-05	7.1444	4.9429	4.9624	4.9083	4.3159	4.4181	4.2603
Vegfa	-0.65216	5.5762	-13.055	2.62E-07	1.56E-05	7.0104	5.864	5.9198	5.9273	5.3401	5.1427	5.2636
Tnip3	-0.45691	5.1483	-13.046	2.64E-07	1.57E-05	7.0495	5.3926	5.3876	5.3445	4.8933	4.9306	4.9414
Lsp1	-0.71846	7.2425	-13.027	2.67E-07	1.58E-05	6.8902	7.5026	7.7386	7.564	6.9071	6.8885	6.8543
Ctsc	-0.42633	6.7792	-13.022	2.68E-07	1.58E-05	6.9	7.0015	7.0214	6.9518	6.536	6.5708	6.5939
2310037I24Rik	0.39816	6.1491	13.003	2.72E-07	1.60E-05	6.9225	5.9436	5.9784	5.9259	6.3463	6.3449	6.3554
Carhsp1	-0.82462	2.7699	-12.995	2.73E-07	1.60E-05	7.4321	3.1362	3.2062	3.2211	2.4059	2.3374	2.3127
Acvr1	-0.81464	3.0686	-12.932	2.85E-07	1.66E-05	7.3332	3.523	3.4837	3.4216	2.7294	2.6873	2.5669
Kdelc2	-1.1779	2.4704	-12.861	3.00E-07	1.74E-05	7.3913	3.1433	3.0464	2.9958	2.0669	1.802	1.7677
S100a4	-0.56676	7.1867	-12.858	3.00E-07	1.74E-05	6.764	7.4059	7.5464	7.4565	6.8573	6.8869	6.9673
A130022J15Rik	-0.98615	2.7699	-12.83	3.06E-07	1.77E-05	7.3164	3.3702	3.24	3.1453	2.2698	2.2583	2.3357
Fnbp1l	-0.76299	3.6016	-12.822	3.08E-07	1.77E-05	7.1482	4.0329	3.946	3.9816	3.3244	3.1777	3.1473
Atf3	-1.7074	1.3211	-12.793	3.14E-07	1.80E-05	7.4038	2.1009	2.2756	2.1059	0.44322	0.26412	0.73699
Ciita	-1.5245	1.1523	-12.779	3.17E-07	1.80E-05	7.3819	1.8879	2.017	1.8226	0.47812	0.29465	0.41334
Arhgap5	-0.83764	3.4379	-12.778	3.17E-07	1.80E-05	7.1504	3.9518	3.7733	3.8488	3.0428	3.0604	2.95
H2-Eb1	-1.855	1.7435	-12.733	3.28E-07	1.85E-05	7.375	2.5454	2.8872	2.5814	0.86852	0.91198	0.66626
Nupr1	-1.4492	1.2416	-12.727	3.29E-07	1.85E-05	7.3583	1.8922	2.0733	1.9207	0.52339	0.47877	0.56102
Eya1	1.1214	2.6195	12.726	3.29E-07	1.85E-05	7.2727	2.2103	2.1007	1.797	3.1852	3.196	3.2281
Taf1b	-0.59883	4.3426	-12.713	3.32E-07	1.86E-05	6.9239	4.5993	4.7166	4.6018	4.0247	4.0465	4.0665
Mcpt8	-0.64562	8.1826	-12.707	3.34E-07	1.86E-05	6.6376	8.4213	8.621	8.474	7.8745	7.8066	7.8984
Taf2	0.52035	7.1844	12.7	3.35E-07	1.87E-05	6.645	7.0039	6.8686	6.8989	7.4279	7.488	7.4188
Oas3	-0.56998	4.2399	-12.65	3.47E-07	1.92E-05	6.8942	4.4922	4.501	4.5957	3.949	3.9811	3.9207
Lpl	-9.1502	-0.054974	-12.645	3.48E-07	1.92E-05	2.2735	4.5823	4.5207	4.6202	-2.9699	-5.6978	-5.3854
Gm2a	-0.40062	7.6645	-12.589	3.62E-07	1.99E-05	6.5504	7.8846	7.8879	7.8214	7.4423	7.4613	7.4896
Tnik	0.72805	5.787	12.564	3.69E-07	2.02E-05	6.6233	5.5523	5.2903	5.4254	6.1435	6.1616	6.1487
Sirpb1b	-1.1594	2.1448	-12.563	3.69E-07	2.02E-05	7.2171	2.6593	2.8508	2.6497	1.6125	1.5084	1.5881
Slc24a5	1.4033	1.1605	12.544	3.74E-07	2.02E-05	7.2272	0.57343	0.39882	0.37472	1.8217	1.9095	1.8845
Peli2	0.75889	3.9096	12.544	3.74E-07	2.02E-05	6.8811	3.617	3.4168	3.5675	4.3422	4.2684	4.2458
Car3	1.4528	1.0667	12.544	3.74E-07	2.02E-05	7.2161	0.35719	0.23909	0.44236	1.771	1.7312	1.8594
Tiparp	-0.53998	5.2239	-12.542	3.75E-07	2.02E-05	6.6613	5.5489	5.5165	5.4051	4.9409	4.9607	4.971
Gosr1	0.38901	6.1867	12.539	3.75E-07	2.02E-05	6.5687	6.0136	5.9715	5.9908	6.3608	6.4027	6.3804
Hdac9	-0.89162	2.5294	-12.513	3.82E-07	2.05E-05	7.1221	3.0343	2.9466	2.95	2.1486	2.0988	1.9983
Trib3	-1.7395	1.2205	-12.499	3.86E-07	2.06E-05	7.195	2.0898	2.1276	2.0564	0.58873	0.030105	0.43051
Cd96	-0.81209	3.8953	-12.498	3.86E-07	2.06E-05	6.8487	4.2795	4.4	4.196	3.4127	3.5157	3.5678
AI428936	1.5574	1.501	12.482	3.91E-07	2.07E-05	7.2004	0.69499	0.57642	0.94032	2.2764	2.1287	2.3894
Mag	1.257	2.2015	12.464	3.96E-07	2.09E-05	7.1411	1.3725	1.6176	1.7883	2.8674	2.7437	2.8192
Serpinf1	1.0834	1.7527	12.455	3.98E-07	2.09E-05	7.1726	1.1424	1.2285	1.2731	2.2698	2.2622	2.3402
Clcn3	-0.5539	5.9405	-12.454	3.99E-07	2.09E-05	6.5214	6.3105	6.1934	6.1426	5.671	5.6551	5.6701
Brp44l	0.40141	5.6838	12.447	4.01E-07	2.10E-05	6.5383	5.4752	5.492	5.4814	5.8577	5.9127	5.8835
Scd3	-0.62898	3.3456	-12.421	4.08E-07	2.13E-05	6.8948	3.6399	3.6947	3.6414	3.0389	3.0084	3.0506
Vav3	0.59874	5.8108	12.418	4.09E-07	2.13E-05	6.5069	5.6153	5.4436	5.4686	6.0877	6.0932	6.1565
Alkbh5	-0.40426	6.8855	-12.391	4.17E-07	2.16E-05	6.4162	7.1184	7.1078	7.0345	6.6763	6.6853	6.6906
Cd300ld	-1.0986	1.7243	-12.382	4.20E-07	2.17E-05	7.1218	2.3277	2.2652	2.2066	1.1896	1.1224	1.2342
3110043O21Rik	-1.1831	1.5589	-12.347	4.30E-07	2.21E-05	7.1043	2.2204	2.1123	2.1059	0.92865	1.0437	0.94252
Prkcb	-1.1138	3.8997	-12.344	4.31E-07	2.21E-05	6.7409	4.6148	4.3323	4.432	3.486	3.2785	3.2548
Gys1	-0.42261	6.2989	-12.32	4.39E-07	2.24E-05	6.3909	6.4598	6.5423	6.5306	6.1082	6.0856	6.0667
Lhfp	-2.7294	-0.26925	-12.303	4.44E-07	2.26E-05	6.2416	1.0543	1.1853	1.0884	-1.5161	-1.5014	-1.926
Pafah1b3	-5.8649	-0.97768	-12.296	4.46E-07	2.27E-05	3.2996	1.8708	2.0005	2.0419	-3.793	-3.8233	-4.163
Clec4a3	-0.98036	2.1236	-12.287	4.49E-07	2.27E-05	7.0146	2.6061	2.575	2.6781	1.6939	1.5406	1.648
Il6st	-0.90779	4.8604	-12.216	4.73E-07	2.37E-05	6.4645	5.4724	5.1755	5.2851	4.3548	4.4233	4.4512
Slc7a8	0.38396	5.6158	12.215	4.73E-07	2.37E-05	6.3638	5.4138	5.4428	5.4142	5.8213	5.7969	5.8059
Cdkn1a	0.54642	5.9993	12.211	4.74E-07	2.37E-05	6.3288	5.6666	5.8254	5.6819	6.2517	6.2774	6.2928
Cand2	-0.89766	2.7034	-12.211	4.75E-07	2.37E-05	6.866	3.1645	3.0605	3.2529	2.2764	2.1909	2.2752
Gm10384	0.57951	4.2116	12.209	4.75E-07	2.37E-05	6.5617	3.8959	3.9319	3.9374	4.5027	4.4345	4.5673
Slco3a1	0.50457	5.9245	12.204	4.77E-07	2.37E-05	6.3282	5.7376	5.5918	5.6883	6.1624	6.1964	6.1706
Kifap3	-0.90032	3.7664	-12.184	4.84E-07	2.40E-05	6.6357	4.3171	4.1413	4.2042	3.4542	3.2709	3.2108
Arap3	0.65641	3.4092	12.178	4.86E-07	2.40E-05	6.697	3.0684	3.0384	3.1487	3.7408	3.6852	3.7736
Sh3pxd2a	-0.77973	2.8867	-12.162	4.92E-07	2.42E-05	6.7908	3.2808	3.2505	3.29	2.4709	2.4229	2.6052
Il1r2	-2.9459	0.63505	-12.133	5.02E-07	2.46E-05	6.7099	2.0179	2.2892	1.9597	-0.67324	-1.352	-0.43121
Angptl2	-0.95426	2.4041	-12.098	5.15E-07	2.52E-05	6.8322	2.9246	2.7848	2.9539	1.9721	1.8796	1.9092
Tlr13	-0.87942	2.9174	-12.071	5.25E-07	2.56E-05	6.7174	3.437	3.3467	3.2654	2.421	2.5891	2.4454
Clstn1	0.53738	6.3935	12.071	5.26E-07	2.56E-05	6.1896	6.1695	6.0911	6.1148	6.7509	6.6356	6.5991
Mmd	0.54172	4.7107	12.029	5.42E-07	2.63E-05	6.334	4.4221	4.5127	4.3726	4.9972	4.9457	5.0137
Crybg3	-0.6004	4.0006	-12.002	5.53E-07	2.67E-05	6.4378	4.3163	4.2439	4.3492	3.6531	3.7596	3.6816
Pgk1	-0.64041	9.9199	-11.988	5.59E-07	2.69E-05	6.0779	10.181	10.358	10.182	9.6032	9.5311	9.6644
Ier3	-0.60978	4.3675	-11.986	5.59E-07	2.69E-05	6.3574	4.6503	4.6186	4.7571	4.054	4.0009	4.1244
Tgtp2	-0.5359	4.0662	-11.976	5.63E-07	2.70E-05	6.4034	4.3591	4.2811	4.3682	3.7891	3.8159	3.7837
Crip1	-0.64249	4.6033	-11.954	5.72E-07	2.73E-05	6.2921	4.8961	5.0002	4.8596	4.2135	4.279	4.3712
Slc14a1	-1.0639	1.6907	-11.952	5.73E-07	2.73E-05	6.8086	2.2538	2.2479	2.1605	1.1896	1.2131	1.0795
Spats2	-0.57326	3.3719	-11.934	5.81E-07	2.76E-05	6.511	3.655	3.653	3.6699	3.0887	3.0759	3.089
Slc4a8	-0.5389	5.1413	-11.927	5.84E-07	2.76E-05	6.189	5.3404	5.4302	5.4686	4.9024	4.8123	4.8942
Lcn2	-0.48121	7.4297	-11.925	5.85E-07	2.76E-05	6.0316	7.5979	7.6748	7.7392	7.2145	7.149	7.2028
Zfp770	0.51516	4.4839	11.848	6.19E-07	2.91E-05	6.2258	4.294	4.1931	4.1829	4.7303	4.7674	4.7357
Atp11a	-4.5369	0.99969	-11.833	6.26E-07	2.94E-05	6.316	3.4414	3.2241	3.3588	-0.14469	-1.5549	-2.3265
Endou	-0.66128	4.0426	-11.828	6.28E-07	2.94E-05	6.2927	4.3163	4.4304	4.3726	3.7587	3.6143	3.7635
Acsl3	-0.384	6.6093	-11.793	6.45E-07	3.01E-05	5.9524	6.8436	6.797	6.7611	6.4028	6.432	6.4194
Tnfsf8	-0.69977	3.0087	-11.766	6.58E-07	3.06E-05	6.4558	3.3823	3.3002	3.3962	2.6138	2.6844	2.6753
Cybb	-0.52466	6.1656	-11.748	6.67E-07	3.09E-05	5.9432	6.5267	6.3879	6.3655	5.9065	5.9158	5.8913
5031425E22Rik	0.57694	3.6424	11.716	6.83E-07	3.16E-05	6.282	3.3238	3.3303	3.4216	3.9365	3.8915	3.9507
Chga	-0.76809	2.7654	-11.701	6.91E-07	3.18E-05	6.455	3.1091	3.1152	3.2497	2.3908	2.3736	2.3538
Zfp36	-0.57696	4.8936	-11.684	7.00E-07	3.21E-05	6.0277	5.1926	5.0942	5.2727	4.6343	4.5795	4.5885
Galnt12	-3.1608	-0.46197	-11.604	7.44E-07	3.41E-05	5.4991	1.0694	1.0149	1.3098	-2.0016	-2.2384	-1.926
Fam20a	0.42136	5.4758	11.589	7.52E-07	3.43E-05	5.875	5.2569	5.2437	5.2996	5.6663	5.7325	5.656
3110057O12Rik	-0.63093	3.7389	-11.559	7.69E-07	3.50E-05	6.1343	4.1114	4.0439	3.9986	3.4846	3.3529	3.4422
Svil	0.44629	6.5255	11.537	7.82E-07	3.55E-05	5.7478	6.3573	6.2757	6.2718	6.7125	6.8064	6.7293
Ahctf1	0.56142	7.2631	11.513	7.97E-07	3.61E-05	5.6991	7.0944	6.9041	6.947	7.5026	7.5741	7.5567
Gm12258	0.8689	2.1675	11.492	8.10E-07	3.65E-05	6.3968	1.7071	1.6863	1.8226	2.5551	2.6136	2.6202
Ccdc56	-0.45509	5.0511	-11.491	8.10E-07	3.65E-05	5.8449	5.2249	5.3205	5.295	4.8512	4.8149	4.7999
Tcf7	-1.4411	1.2847	-11.486	8.13E-07	3.65E-05	6.4769	1.9048	2.1577	1.9442	0.6307	0.47877	0.59188
Slc18a2	-0.4696	5.3052	-11.447	8.38E-07	3.75E-05	5.7753	5.5978	5.5263	5.4901	5.0411	5.1194	5.0565
9930104L06Rik	0.55523	4.7336	11.445	8.39E-07	3.75E-05	5.8558	4.3706	4.5149	4.4904	4.9866	5.0596	4.9798
Nfkbiz	-0.49144	4.1615	-11.427	8.51E-07	3.79E-05	5.9385	4.4257	4.4226	4.3624	3.88	3.9442	3.9343
Procr	0.66926	3.5123	11.404	8.66E-07	3.84E-05	6.0575	3.2179	3.2276	3.0654	3.847	3.9138	3.8019
Lrrc25	-0.48377	4.4231	-11.369	8.90E-07	3.94E-05	5.8418	4.6446	4.6414	4.7144	4.1856	4.1335	4.2188
Rac3	1.9178	0.90832	11.357	8.98E-07	3.96E-05	6.3524	-0.4213	0.043431	0.35145	1.9096	1.8126	1.7541
Unc13b	-2.1737	1.262	-11.352	9.01E-07	3.97E-05	6.3701	2.4129	2.4098	2.3007	0.7209	0.011843	-0.28387
C030034I22Rik	1.02	2.1884	11.338	9.11E-07	4.00E-05	6.2753	1.5866	1.786	1.6426	2.6216	2.6873	2.8061
2310015A10Rik	0.5769	3.4816	11.327	9.19E-07	4.00E-05	5.9977	3.1557	3.208	3.2179	3.7227	3.7947	3.7904
Gfi1b	0.50073	4.1754	11.327	9.19E-07	4.00E-05	5.8533	3.8789	3.921	3.9911	4.434	4.4353	4.3921
3110056K07Rik	0.61373	3.1694	11.325	9.21E-07	4.00E-05	6.0629	2.8655	2.8508	2.8745	3.4498	3.5254	3.4506
Cytip	-0.45417	5.55	-11.324	9.21E-07	4.00E-05	5.6451	5.7476	5.8368	5.7418	5.3161	5.2868	5.3709
6530418L21Rik	1.6269	1.2353	11.31	9.31E-07	4.03E-05	6.3433	0.49748	0.54261	0.1504	2.145	1.8996	2.1768
Trpm2	0.43636	5.7848	11.302	9.37E-07	4.04E-05	5.6053	5.5122	5.6302	5.5577	6.0113	6.0211	5.976
Gm16197	0.84479	2.6486	11.293	9.43E-07	4.06E-05	6.1518	2.3464	2.1539	2.1672	3.0906	3.1192	3.0141
Abcg1	-0.49707	4.6463	-11.289	9.47E-07	4.06E-05	5.7371	4.9388	4.8648	4.8781	4.4392	4.3333	4.4236
Adcy3	-0.83395	2.7776	-11.283	9.51E-07	4.07E-05	6.1159	3.1785	3.273	3.1352	2.4738	2.3301	2.2752
Nrp1	-0.89111	2.2598	-11.28	9.53E-07	4.07E-05	6.212	2.7879	2.6979	2.6159	1.8663	1.8231	1.7677
Pdk1	-0.49944	7.4693	-11.216	1.00E-06	4.25E-05	5.4444	7.7045	7.7984	7.6534	7.2659	7.1556	7.2381
Lifr	-1.8591	1.0519	-11.215	1.00E-06	4.25E-05	6.2611	2.1009	1.9541	1.9364	0.30748	0.35385	-0.34101
Hemgn	-0.47121	4.7895	-11.204	1.01E-06	4.25E-05	5.6418	5.0677	5.0321	4.9717	4.5723	4.5903	4.5028
Ppp1r3b	-0.53881	4.7349	-11.202	1.01E-06	4.25E-05	5.6502	5.0089	5.0028	4.9897	4.3919	4.443	4.5731
Lass4	-0.52519	4.1272	-11.2	1.01E-06	4.25E-05	5.7564	4.3713	4.3786	4.4334	3.88	3.9126	3.787
AI661453	-1.5964	0.67644	-11.199	1.02E-06	4.25E-05	6.2165	1.5278	1.383	1.4804	-0.27425	-0.14323	0.084916
Sgk1	-1.859	1.1231	-11.196	1.02E-06	4.25E-05	6.2515	2.0295	2.2089	1.9128	0.50093	-0.10287	0.1895
Megf8	0.68164	4.7108	11.196	1.02E-06	4.25E-05	5.6522	4.3351	4.257	4.5491	5.0479	5.031	5.0447
Rnf19b	-0.34157	5.9677	-11.189	1.02E-06	4.26E-05	5.492	6.1244	6.1407	6.151	5.7802	5.8157	5.7939
Sdc4	-2.4656	0.35717	-11.18	1.03E-06	4.28E-05	6.0489	1.668	1.5109	1.5839	-0.57456	-1.4499	-0.59533
Plekha1	-0.43628	4.6007	-11.176	1.03E-06	4.29E-05	5.6479	4.8412	4.8238	4.7867	4.3626	4.4241	4.3656
Ino80d	0.63451	7.4997	11.169	1.04E-06	4.30E-05	5.4056	7.3113	7.0716	7.1637	7.758	7.8457	7.8482
Dio2	0.60475	7.0967	11.157	1.05E-06	4.32E-05	5.4042	6.9307	6.7139	6.7349	7.3676	7.4016	7.4315
Dhx58	-0.49573	4.6119	-11.155	1.05E-06	4.32E-05	5.6294	4.8113	4.9064	4.8596	4.3742	4.3092	4.4106
Zdhhc13	0.36562	6.4227	11.139	1.06E-06	4.35E-05	5.4176	6.2723	6.2219	6.2241	6.5836	6.6434	6.5906
Dhcr24	0.35896	5.9766	11.138	1.07E-06	4.35E-05	5.4482	5.7914	5.7726	5.8307	6.1767	6.1357	6.1523
Naaa	-1.5519	0.83291	-11.136	1.07E-06	4.35E-05	6.1914	1.6125	1.6655	1.5227	0.17192	-0.18475	0.20954
Btg1	-0.43221	5.9181	-11.099	1.10E-06	4.47E-05	5.4193	6.1578	6.179	6.0589	5.6854	5.6968	5.7307
Mllt6	0.47534	3.7945	11.097	1.10E-06	4.47E-05	5.7363	3.5635	3.5547	3.5523	4.0375	4.0386	4.0204
Akr1c13	0.4148	5.7948	11.092	1.10E-06	4.47E-05	5.4251	5.5577	5.6309	5.5716	5.9592	6.046	6.0035
Slc6a9	-1.5732	0.92045	-11.086	1.11E-06	4.48E-05	6.1602	1.7119	1.6067	1.856	0.30748	-0.044373	0.084916
Epm2a	-0.67202	3.2085	-11.08	1.11E-06	4.48E-05	5.8507	3.5541	3.6006	3.4574	2.8935	2.8166	2.929
Bnip3l	-0.42461	7.3565	-11.078	1.12E-06	4.48E-05	5.3285	7.6047	7.5946	7.5056	7.1538	7.0944	7.1861
Bdh1	-0.88241	1.9231	-11.077	1.12E-06	4.48E-05	6.0985	2.3679	2.4098	2.3007	1.4867	1.4887	1.485
Pgm2	-0.39902	6.528	-11.066	1.13E-06	4.51E-05	5.3484	6.6914	6.7826	6.7074	6.3475	6.2905	6.3486
Elk3	-0.35398	7.2177	-11.063	1.13E-06	4.51E-05	5.3185	7.4067	7.3481	7.4298	7.0258	7.05	7.0455
Ppp2r2d	0.36146	5.5148	11.051	1.14E-06	4.54E-05	5.4175	5.307	5.3563	5.3393	5.6932	5.6821	5.7111
